,Attendance,Cautions1,Cautions2,Corner Kicks1,Corner Kicks2,Country1,Country2,Date,Direct Free Kicks1,Direct Free Kicks2,Edition,Explusions1,Explusions2,Fouls1,Fouls2,Indirect Free Kicks1,Match,MatchID,Offsides1,Offsides2,On Goal1,On Goal2,Penalty Kicks1,Penalty Kicks2,Result,RoundID,Second Cautions1,Second Cautions2,Shots1,Shots2,Stage,TeamID1,TeamID2,Time,Venue,indirect Free Kicks2
293,35500,,,,,CHI,CMR,23 Jun 1998,,,france1998,,,,,,Match 36,8760,,,,,,,,1014,,,,,Group B,43925,43849, 16:00,Nantes ,
294,30600,,,,,SCO,MAR,23 Jun 1998,,,france1998,,,,,,Match 34,8758,,,,,,,,1014,,,,,Group A,43967,43872, 21:00,Saint-Etienne ,
295,55000,,,,,BRA,NOR,23 Jun 1998,,,france1998,,,,,,Match 35,8759,,,,,,,,1014,,,,,Group A,43924,43961, 21:00,Marseilles ,
296,39100,,,,,FRA,DEN,24 Jun 1998,,,france1998,,,,,,Match 38,8762,,,,,,,,1014,,,,,Group C,43946,43941, 16:00,Lyon ,
297,31800,,,,,RSA,KSA,24 Jun 1998,,,france1998,,,,,,Match 40,8764,,,,,,,,1014,,,,,Group C,43883,43835, 16:00,Bordeaux ,
298,38100,,,,,ESP,BUL,24 Jun 1998,,,france1998,,,,,,Match 37,8761,,,,,,,,1014,,,,,Group D,43969,43936, 21:00,Lens ,
299,33500,,,,,NGA,PAR,24 Jun 1998,,,france1998,,,,,,Match 39,8763,,,,,,,,1014,,,,,Group D,43876,43928, 21:00,Toulouse ,
300,45500,,,,,BEL,KOR,25 Jun 1998,,,france1998,,,,,,Match 41,8765,,,,,,,,1014,,,,,Group E,43935,43822, 16:00,Paris ,
301,30600,,,,,NED,MEX,25 Jun 1998,,,france1998,,,,,,Match 42,8766,,,,,,,,1014,,,,,Group E,43960,43911, 16:00,Saint-Etienne ,
302,29800,,,,,GER,IRN,25 Jun 1998,,,france1998,,,,,,Match 43,8767,,,,,,,,1014,,,,,Group F,43948,43817, 21:00,Montpellier ,
303,35500,,,,,USA,YUG,25 Jun 1998,,,france1998,,,,,,Match 44,8768,,,,,,,,1014,,,,,Group F,43921,43975, 21:00,Nantes ,
304,39100,,,,,JPN,JAM,26 Jun 1998,,,france1998,,,,,,Match 47,8771,,,,,,,,1014,,,,,Group H,43819,43910, 16:00,Lyon ,
305,31800,,,,,ARG,CRO,26 Jun 1998,,,france1998,,,,,,Match 48,8772,,,,,,,,1014,,,,,Group H,43922,43938, 16:00,Bordeaux ,
306,77000,,,,,ROU,TUN,26 Jun 1998,,,france1998,,,,,,Match 45,8769,,,,,,,,1014,,,,,Group G,43964,43888, 21:00,Saint-Denis ,
307,38100,,,,,COL,ENG,26 Jun 1998,,,france1998,,,,,,Match 46,8770,,,,,,,,1014,,,,,Group G,43926,43942, 21:00,Lens ,
308,3055000,,,,,ITA,NOR,27 Jun 1998,,,france1998,,,,,,Match 50,8774,,,,,,,,1024,,,,,Round of 16,43954,43961, 16:30,Marseilles ,
309,45500,,,,,BRA,CHI,27 Jun 1998,,,france1998,,,,,,Match 49,8773,,,,,,,,1024,,,,,Round of 16,43924,43925, 21:00,Paris ,
310,3031800,,,,,FRA,PAR,28 Jun 1998,,,france1998,,,,,,Match 52,8776,,,,,,,,1024,,,,,Round of 16,43946,43928, 16:30,Lens ,
311,77000,,,,,NGA,DEN,28 Jun 1998,,,france1998,,,,,,Match 51,8775,,,,,,,,1024,,,,,Round of 16,43876,43941, 21:00,Saint-Denis ,
312,3029800,,,,,GER,MEX,29 Jun 1998,,,france1998,,,,,,Match 53,8777,,,,,,,,1024,,,,,Round of 16,43948,43911, 16:30,Montpellier ,
313,33500,,,,,NED,YUG,29 Jun 1998,,,france1998,,,,,,Match 54,8778,,,,,,,,1024,,,,,Round of 16,43960,43975, 21:00,Toulouse ,
314,3031800,,,,,ROU,CRO,30 Jun 1998,,,france1998,,,,,,Match 56,8780,,,,,,,,1024,,,,,Round of 16,43964,43938, 16:30,Bordeaux ,
315,30600,,,,,ARG,ENG,30 Jun 1998,,,france1998,,,,,,Match 55,8779,,,,,,,,1024,,,,,Round of 16,43922,43942, 21:00,Saint-Etienne ,
316,3077000,,,,,ITA,FRA,03 Jul 1998,,,france1998,,,,,,Match 57,8781,,,,,,,,1025,,,,,Quarter-finals,43954,43946, 16:30,Saint-Denis ,
317,35500,,,,,BRA,DEN,03 Jul 1998,,,france1998,,,,,,Match 58,8782,,,,,,,,1025,,,,,Quarter-finals,43924,43941, 21:00,Nantes ,
318,3055000,,,,,NED,ARG,04 Jul 1998,,,france1998,,,,,,Match 60,8784,,,,,,,,1025,,,,,Quarter-finals,43960,43922, 16:30,Marseilles ,
319,39100,,,,,GER,CRO,04 Jul 1998,,,france1998,,,,,,Match 59,8783,,,,,,,,1025,,,,,Quarter-finals,43948,43938, 21:00,Lyon ,
320,54000,,,,,BRA,NED,07 Jul 1998,,,france1998,,,,,,Match 61,8785,,,,,,,,1026,,,,,Semi-finals,43924,43960, 21:00,Marseilles ,
321,76000,,,,,FRA,CRO,08 Jul 1998,,,france1998,,,,,,Match 62,8786,,,,,,,,1026,,,,,Semi-finals,43946,43938, 21:00,Saint-Denis ,
322,45500,,,,,NED,CRO,11 Jul 1998,,,france1998,,,,,,Match 63,8787,,,,,,,,1028,,,,,Match for third place,43960,43938, 21:00,Paris ,
323,80000,,,,,BRA,FRA,12 Jul 1998,,,france1998,,,,,,Match 64,8788,,,,,,,,1027,,,,,Final,43924,43946, 21:00,Saint-Denis ,
324,80000,,,,,BRA,FRA,12 Jul 1998,,,france1998,,,,,,Match 64,8788,,,,,,,,1027,,,,,Final,43924,43946, 21:00,Saint-Denis ,
325,3056247,,,,,ESP,KOR,17 Jun 1994,,,usa1994,,,,,,Match 2,3050,,,,,,,,337,,,,,Group C,43969,43822, 19:30,Dallas ,
326,63117,,,,,GER,BOL,17 Jun 1994,,,usa1994,,,,,,Match 1,3049,,,,,,,,337,,,,,Group C,43948,43923, 15:00,Chicago ,
327,3073425,,,,,USA,SUI,18 Jun 1994,,,usa1994,,,,,,Match 3,3051,,,,,,,,337,,,,,Group A,43921,43971, 11:30,Detroit ,
328,75338,,,,,ITA,IRL,18 Jun 1994,,,usa1994,,,,,,Match 4,3052,,,,,,,,337,,,,,Group E,43954,43953, 16:00,New York/New Jersey ,
329,3091856,,,,,COL,ROU,18 Jun 1994,,,usa1994,,,,,,Match 5,3053,,,,,,,,337,,,,,Group A,43926,43964, 19:30,Los Angeles ,
330,3061219,,,,,BEL,MAR,19 Jun 1994,,,usa1994,,,,,,Match 6,3054,,,,,,,,337,,,,,Group F,43935,43872, 12:30,Orlando ,
331,52395,,,,,NOR,MEX,19 Jun 1994,,,usa1994,,,,,,Match 7,3055,,,,,,,,337,,,,,Group E,43961,43911, 16:00,Washington Dc ,
332,3093194,,,,,CMR,SWE,19 Jun 1994,,,usa1994,,,,,,Match 8,3056,,,,,,,,337,,,,,Group B,43849,43970, 19:30,Los Angeles ,
333,3050535,,,,,NED,KSA,20 Jun 1994,,,usa1994,,,,,,Match 10,3058,,,,,,,,337,,,,,Group F,43960,43835, 19:30,Washington Dc ,
334,81061,,,,,BRA,RUS,20 Jun 1994,,,usa1994,,,,,,Match 9,3057,,,,,,,,337,,,,,Group B,43924,43965, 16:00,San Francisco ,
335,3054456,,,,,ARG,GRE,21 Jun 1994,,,usa1994,,,,,,Match 11,3059,,,,,,,,337,,,,,Group D,43922,43949, 12:30,Boston ,
336,3044132,,,,,NGA,BUL,21 Jun 1994,,,usa1994,,,,,,Match 13,3061,,,,,,,,337,,,,,Group D,43876,43936, 19:30,Dallas ,
337,63113,,,,,GER,ESP,21 Jun 1994,,,usa1994,,,,,,Match 12,3060,,,,,,,,337,,,,,Group C,43948,43969, 16:00,Chicago ,
338,61428,,,,,ROU,SUI,22 Jun 1994,,,usa1994,,,,,,Match 14,3062,,,,,,,,337,,,,,Group A,43964,43971, 16:00,Detroit ,
339,3093869,,,,,USA,COL,22 Jun 1994,,,usa1994,,,,,,Match 15,3063,,,,,,,,337,,,,,Group A,43921,43926, 19:30,Los Angeles ,
340,74624,,,,,ITA,NOR,23 Jun 1994,,,usa1994,,,,,,Match 16,3064,,,,,,,,337,,,,,Group E,43954,43961, 16:00,New York/New Jersey ,
341,3054453,,,,,KOR,BOL,23 Jun 1994,,,usa1994,,,,,,Match 17,3065,,,,,,,,337,,,,,Group C,43822,43923, 19:30,Boston ,
342,3060790,,,,,MEX,IRL,24 Jun 1994,,,usa1994,,,,,,Match 18,3066,,,,,,,,337,,,,,Group E,43911,43953, 12:30,Orlando ,
343,3071528,,,,,SWE,RUS,24 Jun 1994,,,usa1994,,,,,,Match 20,3068,,,,,,,,337,,,,,Group B,43970,43965, 19:30,Detroit ,
344,83401,,,,,BRA,CMR,24 Jun 1994,,,usa1994,,,,,,Match 19,3067,,,,,,,,337,,,,,Group B,43924,43849, 16:00,San Francisco ,
345,3062387,,,,,BEL,NED,25 Jun 1994,,,usa1994,,,,,,Match 21,3069,,,,,,,,337,,,,,Group F,43935,43960, 12:30,Orlando ,
346,3076322,,,,,KSA,MAR,25 Jun 1994,,,usa1994,,,,,,Match 22,3070,,,,,,,,337,,,,,Group F,43835,43872, 12:30,New York/New Jersey ,
347,54453,,,,,ARG,NGA,25 Jun 1994,,,usa1994,,,,,,Match 23,3071,,,,,,,,337,,,,,Group D,43922,43876, 16:00,Boston ,
348,3063160,,,,,BUL,GRE,26 Jun 1994,,,usa1994,,,,,,Match 24,3072,,,,,,,,337,,,,,Group D,43936,43949, 12:30,Chicago ,
349,93869,,,,,USA,ROU,26 Jun 1994,,,usa1994,,,,,,Match 25,3073,,,,,,,,337,,,,,Group A,43921,43964, 16:00,Los Angeles ,
350,83401,,,,,SUI,COL,26 Jun 1994,,,usa1994,,,,,,Match 26,3074,,,,,,,,337,,,,,Group A,43971,43926, 16:00,San Francisco ,
351,63998,,,,,GER,KOR,27 Jun 1994,,,usa1994,,,,,,Match 28,3076,,,,,,,,337,,,,,Group C,43948,43822, 16:00,Dallas ,
352,63089,,,,,BOL,ESP,27 Jun 1994,,,usa1994,,,,,,Match 27,3075,,,,,,,,337,,,,,Group C,43923,43969, 16:00,Chicago ,
353,3072404,,,,,IRL,NOR,28 Jun 1994,,,usa1994,,,,,,Match 29,3077,,,,,,,,337,,,,,Group E,43953,43961, 12:30,New York/New Jersey ,
354,77217,,,,,BRA,SWE,28 Jun 1994,,,usa1994,,,,,,Match 32,3080,,,,,,,,337,,,,,Group B,43924,43970, 16:00,Detroit ,
355,3052535,,,,,ITA,MEX,28 Jun 1994,,,usa1994,,,,,,Match 30,3078,,,,,,,,337,,,,,Group E,43954,43911, 12:30,Washington Dc ,
356,74914,,,,,RUS,CMR,28 Jun 1994,,,usa1994,,,,,,Match 31,3079,,,,,,,,337,,,,,Group B,43965,43849, 16:00,San Francisco ,
357,3060578,,,,,MAR,NED,29 Jun 1994,,,usa1994,,,,,,Match 33,3081,,,,,,,,337,,,,,Group F,43872,43960, 12:30,Orlando ,
358,3052959,,,,,BEL,KSA,29 Jun 1994,,,usa1994,,,,,,Match 34,3082,,,,,,,,337,,,,,Group F,43935,43835, 12:30,Washington Dc ,
359,3053001,,,,,GRE,NGA,30 Jun 1994,,,usa1994,,,,,,Match 35,3083,,,,,,,,337,,,,,Group D,43949,43876, 19:30,Boston ,
360,3063998,,,,,ARG,BUL,30 Jun 1994,,,usa1994,,,,,,Match 36,3084,,,,,,,,337,,,,,Group D,43922,43936, 19:30,Dallas ,
361,60246,,,,,GER,BEL,02 Jul 1994,,,usa1994,,,,,,Match 37,3085,,,,,,,,338,,,,,Round of 16,43948,43935, 12:00,Chicago ,
362,3053121,,,,,ESP,SUI,02 Jul 1994,,,usa1994,,,,,,Match 38,3086,,,,,,,,338,,,,,Round of 16,43969,43971, 16:30,Washington Dc ,
363,60277,,,,,KSA,SWE,03 Jul 1994,,,usa1994,,,,,,Match 39,3087,,,,,,,,338,,,,,Round of 16,43835,43970, 12:00,Dallas ,
364,3090469,,,,,ROU,ARG,03 Jul 1994,,,usa1994,,,,,,Match 40,3088,,,,,,,,338,,,,,Round of 16,43964,43922, 13:30,Los Angeles ,
365,61355,,,,,NED,IRL,04 Jul 1994,,,usa1994,,,,,,Match 41,3089,,,,,,,,338,,,,,Round of 16,43960,43953, 12:00,Orlando ,
366,3084147,,,,,BRA,USA,04 Jul 1994,,,usa1994,,,,,,Match 42,3090,,,,,,,,338,,,,,Round of 16,43924,43921, 12:30,San Francisco ,
367,54367,,,,,NGA,ITA,05 Jul 1994,,,usa1994,,,,,,Match 43,3091,,,,,,,,338,,,,,Round of 16,43876,43954, 13:00,Boston ,
368,3071030,,,,,MEX,BUL,05 Jul 1994,,,usa1994,,,,,,Match 44,3092,,,,,,,,338,,,,,Round of 16,43911,43936, 16:30,New York/New Jersey ,
369,53400,,,,,ITA,ESP,09 Jul 1994,,,usa1994,,,,,,Match 45,3097,,,,,,,,796,,,,,Quarter-finals,43954,43969, 12:00,Boston ,
370,3063500,,,,,NED,BRA,09 Jul 1994,,,usa1994,,,,,,Match 46,3098,,,,,,,,796,,,,,Quarter-finals,43960,43924, 14:30,Dallas ,
371,72000,,,,,BUL,GER,10 Jul 1994,,,usa1994,,,,,,Match 47,3096,,,,,,,,796,,,,,Quarter-finals,43936,43948, 12:00,New York/New Jersey ,
372,3083500,,,,,ROU,SWE,10 Jul 1994,,,usa1994,,,,,,Match 48,3095,,,,,,,,796,,,,,Quarter-finals,43964,43970, 12:30,San Francisco ,
373,74110,,,,,BUL,ITA,13 Jul 1994,,,usa1994,,,,,,Match 49,3100,,,,,,,,3461,,,,,Semi-finals,43936,43954, 16:00,New York/New Jersey ,
374,3091856,,,,,SWE,BRA,13 Jul 1994,,,usa1994,,,,,,Match 50,3099,,,,,,,,3461,,,,,Semi-finals,43970,43924, 16:30,Los Angeles ,
375,3091500,,,,,SWE,BUL,16 Jul 1994,,,usa1994,,,,,,Match 51,3103,,,,,,,,3460,,,,,Match for third place,43970,43936, 12:30,Los Angeles ,
376,3094194,,,,,BRA,ITA,17 Jul 1994,,,usa1994,,,,,,Match 52,3104,,,,,,,,3459,,,,,Final,43924,43954, 12:30,Los Angeles ,
377,3094194,,,,,BRA,ITA,17 Jul 1994,,,usa1994,,,,,,Match 52,3104,,,,,,,,3459,,,,,Final,43924,43954, 12:30,Los Angeles ,
378,73780,,,,,ARG,CMR,08 Jun 1990,,,italy1990,,,,,,Match 1,26,,,,,,,,322,,,,,Group B,43922,43849, 18:00,Milan ,
379,42907,,,,,URS,ROU,09 Jun 1990,,,italy1990,,,,,,Match 2,342,,,,,,,,322,,,,,Group B,44026,43964, 17:00,Bari ,
380,30791,,,,,UAE,COL,09 Jun 1990,,,italy1990,,,,,,Match 4,119,,,,,,,,322,,,,,Group D,43840,43926, 17:00,Bologna ,
381,73303,,,,,ITA,AUT,09 Jun 1990,,,italy1990,,,,,,Match 3,42,,,,,,,,322,,,,,Group A,43954,43934, 21:00,Rome ,
382,33266,,,,,USA,TCH,10 Jun 1990,,,italy1990,,,,,,Match 5,355,,,,,,,,322,,,,,Group A,43921,44025, 17:00,Florence ,
383,62628,,,,,BRA,SWE,10 Jun 1990,,,italy1990,,,,,,Match 6,75,,,,,,,,322,,,,,Group C,43924,43970, 21:00,Turin ,
384,74765,,,,,FRG,YUG,10 Jun 1990,,,italy1990,,,,,,Match 7,201,,,,,,,,322,,,,,Group D,44023,43975, 21:00,Milan ,
385,30867,,,,,CRC,SCO,11 Jun 1990,,,italy1990,,,,,,Match 8,127,,,,,,,,322,,,,,Group C,43901,43967, 17:00,Genoa ,
386,35238,,,,,ENG,IRL,11 Jun 1990,,,italy1990,,,,,,Match 9,161,,,,,,,,322,,,,,Group F,43942,43953, 21:00,Cagliari ,
387,32790,,,,,BEL,KOR,12 Jun 1990,,,italy1990,,,,,,Match 10,57,,,,,,,,322,,,,,Group E,43935,43822, 17:00,Verona ,
388,33288,,,,,NED,EGY,12 Jun 1990,,,italy1990,,,,,,Match 11,151,,,,,,,,322,,,,,Group F,43960,43855, 21:00,Palermo ,
389,35713,,,,,URU,ESP,13 Jun 1990,,,italy1990,,,,,,Match 12,180,,,,,,,,322,,,,,Group E,43930,43969, 17:00,Udine ,
390,55759,,,,,ARG,URS,13 Jun 1990,,,italy1990,,,,,,Match 13,30,,,,,,,,322,,,,,Group B,43922,44026, 21:00,Naples ,
391,38687,,,,,CMR,ROU,14 Jun 1990,,,italy1990,,,,,,Match 16,108,,,,,,,,322,,,,,Group B,43849,43964, 17:00,Bari ,
392,32257,,,,,YUG,COL,14 Jun 1990,,,italy1990,,,,,,Match 14,120,,,,,,,,322,,,,,Group D,43975,43926, 17:00,Bologna ,
393,73423,,,,,ITA,USA,14 Jun 1990,,,italy1990,,,,,,Match 15,265,,,,,,,,322,,,,,Group A,43954,43921, 21:00,Rome ,
394,38962,,,,,AUT,TCH,15 Jun 1990,,,italy1990,,,,,,Match 17,43,,,,,,,,322,,,,,Group A,43934,44025, 17:00,Florence ,
395,71169,,,,,FRG,UAE,15 Jun 1990,,,italy1990,,,,,,Match 18,198,,,,,,,,322,,,,,Group D,44023,43840, 21:00,Milan ,
396,58007,,,,,BRA,CRC,16 Jun 1990,,,italy1990,,,,,,Match 19,73,,,,,,,,322,,,,,Group C,43924,43901, 17:00,Turin ,
397,31823,,,,,SWE,SCO,16 Jun 1990,,,italy1990,,,,,,Match 20,348,,,,,,,,322,,,,,Group C,43970,43967, 21:00,Genoa ,
398,35267,,,,,ENG,NED,16 Jun 1990,,,italy1990,,,,,,Match 21,160,,,,,,,,322,,,,,Group F,43942,43960, 21:00,Cagliari ,
399,33288,,,,,IRL,EGY,17 Jun 1990,,,italy1990,,,,,,Match 22,152,,,,,,,,322,,,,,Group F,43953,43855, 17:00,Palermo ,
400,32733,,,,,KOR,ESP,17 Jun 1990,,,italy1990,,,,,,Match 24,175,,,,,,,,322,,,,,Group E,43822,43969, 21:00,Udine ,
401,33759,,,,,BEL,URU,17 Jun 1990,,,italy1990,,,,,,Match 23,66,,,,,,,,322,,,,,Group E,43935,43930, 21:00,Verona ,
402,52733,,,,,ARG,ROU,18 Jun 1990,,,italy1990,,,,,,Match 25,29,,,,,,,,322,,,,,Group B,43922,43964, 21:00,Naples ,
403,37307,,,,,CMR,URS,18 Jun 1990,,,italy1990,,,,,,Match 26,111,,,,,,,,322,,,,,Group B,43849,44026, 21:00,Bari ,
404,72510,,,,,FRG,COL,19 Jun 1990,,,italy1990,,,,,,Match 27,114,,,,,,,,322,,,,,Group D,44023,43926, 17:00,Milan ,
405,27833,,,,,YUG,UAE,19 Jun 1990,,,italy1990,,,,,,Match 28,364,,,,,,,,322,,,,,Group D,43975,43840, 17:00,Bologna ,
406,73303,,,,,ITA,TCH,19 Jun 1990,,,italy1990,,,,,,Match 29,263,,,,,,,,322,,,,,Group A,43954,44025, 21:00,Rome ,
407,34857,,,,,AUT,USA,19 Jun 1990,,,italy1990,,,,,,Match 30,48,,,,,,,,322,,,,,Group A,43934,43921, 21:00,Florence ,
408,62502,,,,,BRA,SCO,20 Jun 1990,,,italy1990,,,,,,Match 31,74,,,,,,,,322,,,,,Group C,43924,43967, 21:00,Turin ,
409,30223,,,,,SWE,CRC,20 Jun 1990,,,italy1990,,,,,,Match 32,128,,,,,,,,322,,,,,Group C,43970,43901, 21:00,Genoa ,
410,29039,,,,,KOR,URU,21 Jun 1990,,,italy1990,,,,,,Match 34,290,,,,,,,,322,,,,,Group E,43822,43930, 17:00,Udine ,
411,35950,,,,,BEL,ESP,21 Jun 1990,,,italy1990,,,,,,Match 33,56,,,,,,,,322,,,,,Group E,43935,43969, 17:00,Verona ,
412,33288,,,,,IRL,NED,21 Jun 1990,,,italy1990,,,,,,Match 36,228,,,,,,,,322,,,,,Group F,43953,43960, 21:00,Palermo ,
413,34959,,,,,ENG,EGY,21 Jun 1990,,,italy1990,,,,,,Match 35,150,,,,,,,,322,,,,,Group F,43942,43855, 21:00,Cagliari ,
414,50026,,,,,CMR,COL,23 Jun 1990,,,italy1990,,,,,,Match 37,102,,,,,,,,323,,,,,Round of 16,43849,43926, 17:00,Naples ,
415,47673,,,,,TCH,CRC,23 Jun 1990,,,italy1990,,,,,,Match 38,129,,,,,,,,323,,,,,Round of 16,44025,43901, 21:00,Bari ,
416,61381,,,,,BRA,ARG,24 Jun 1990,,,italy1990,,,,,,Match 39,25,,,,,,,,323,,,,,Round of 16,43924,43922, 17:00,Turin ,
417,74559,,,,,FRG,NED,24 Jun 1990,,,italy1990,,,,,,Match 40,196,,,,,,,,323,,,,,Round of 16,44023,43960, 21:00,Milan ,
418,31818,,,,,IRL,ROU,25 Jun 1990,,,italy1990,,,,,,Match 41,248,,,,,,,,323,,,,,Round of 16,43953,43964, 17:00,Genoa ,
419,73303,,,,,ITA,URU,25 Jun 1990,,,italy1990,,,,,,Match 42,264,,,,,,,,323,,,,,Round of 16,43954,43930, 21:00,Rome ,
420,35500,,,,,ESP,YUG,26 Jun 1990,,,italy1990,,,,,,Match 43,181,,,,,,,,323,,,,,Round of 16,43969,43975, 17:00,Verona ,
421,34520,,,,,ENG,BEL,26 Jun 1990,,,italy1990,,,,,,Match 44,55,,,,,,,,323,,,,,Round of 16,43942,43935, 21:00,Bologna ,
422,38971,,,,,YUG,ARG,30 Jun 1990,,,italy1990,,,,,,Match 45,31,,,,,,,,751,,,,,Quarter-finals,43975,43922, 17:00,Florence ,
423,73303,,,,,ITA,IRL,30 Jun 1990,,,italy1990,,,,,,Match 46,243,,,,,,,,751,,,,,Quarter-finals,43954,43953, 21:00,Rome ,
424,73347,,,,,FRG,TCH,01 Jul 1990,,,italy1990,,,,,,Match 47,197,,,,,,,,751,,,,,Quarter-finals,44023,44025, 17:00,Milan ,
425,55205,,,,,ENG,CMR,01 Jul 1990,,,italy1990,,,,,,Match 48,103,,,,,,,,751,,,,,Quarter-finals,43942,43849, 21:00,Naples ,
426,59978,,,,,ITA,ARG,03 Jul 1990,,,italy1990,,,,,,Match 49,28,,,,,,,,3464,,,,,Semi-finals,43954,43922, 20:00,Naples ,
427,62628,,,,,FRG,ENG,04 Jul 1990,,,italy1990,,,,,,Match 50,159,,,,,,,,3464,,,,,Semi-finals,44023,43942, 20:00,Turin ,
428,51426,,,,,ITA,ENG,07 Jul 1990,,,italy1990,,,,,,Match 51,162,,,,,,,,3463,,,,,Match for third place,43954,43942, 20:00,Bari ,
429,73603,,,,,FRG,ARG,08 Jul 1990,,,italy1990,,,,,,Match 52,27,,,,,,,,3462,,,,,Final,44023,43922, 20:00,Rome ,
430,73603,,,,,FRG,ARG,08 Jul 1990,,,italy1990,,,,,,Match 52,27,,,,,,,,3462,,,,,Final,44023,43922, 20:00,Rome ,
431,96000,,,,,BUL,ITA,31 May 1986,,,mexico1986,,,,,,Match 1,459,,,,,,,,308,,,,,Group A,43936,43954, 12:00,Mexico City ,
432,65500,,,,,CAN,FRA,01 Jun 1986,,,mexico1986,,,,,,Match 2,468,,,,,,,,308,,,,,Group C,43899,43946, 16:00,Leon ,
433,35748,,,,,ESP,BRA,01 Jun 1986,,,mexico1986,,,,,,Match 3,439,,,,,,,,308,,,,,Group D,43969,43924, 12:00,Guadalajara ,
434,16500,,,,,URS,HUN,02 Jun 1986,,,mexico1986,,,,,,Match 5,610,,,,,,,,308,,,,,Group C,44026,43950, 12:00,Irapuato ,
435,60000,,,,,ARG,KOR,02 Jun 1986,,,mexico1986,,,,,,Match 4,395,,,,,,,,308,,,,,Group A,43922,43822, 12:00,Mexico City ,
436,19900,,,,,MAR,POL,02 Jun 1986,,,mexico1986,,,,,,Match 6,674,,,,,,,,308,,,,,Group F,43872,43962, 16:00,Monterrey ,
437,22000,,,,,ALG,NIR,03 Jun 1986,,,mexico1986,,,,,,Match 8,379,,,,,,,,308,,,,,Group D,43843,43952, 12:00,Guadalajara ,
438,110000,,,,,BEL,MEX,03 Jun 1986,,,mexico1986,,,,,,Match 7,428,,,,,,,,308,,,,,Group B,43935,43911, 12:00,Mexico City ,
439,23000,,,,,POR,ENG,03 Jun 1986,,,mexico1986,,,,,,Match 9,538,,,,,,,,308,,,,,Group F,43963,43942, 16:00,Monterrey ,
440,24000,,,,,PAR,IRQ,04 Jun 1986,,,mexico1986,,,,,,Match 10,628,,,,,,,,308,,,,,Group B,43928,43818, 12:00,Toluca ,
441,18000,,,,,SCO,DEN,04 Jun 1986,,,mexico1986,,,,,,Match 12,517,,,,,,,,308,,,,,Group E,43967,43941, 16:00,Nezahualcoyotl ,
442,30500,,,,,URU,FRG,04 Jun 1986,,,mexico1986,,,,,,Match 11,585,,,,,,,,308,,,,,Group E,43930,44023, 12:00,Queretaro ,
443,32000,,,,,ITA,ARG,05 Jun 1986,,,mexico1986,,,,,,Match 13,394,,,,,,,,308,,,,,Group A,43954,43922, 12:00,Puebla ,
444,36540,,,,,FRA,URS,05 Jun 1986,,,mexico1986,,,,,,Match 15,571,,,,,,,,308,,,,,Group C,43946,44026, 12:00,Leon ,
445,45000,,,,,KOR,BUL,05 Jun 1986,,,mexico1986,,,,,,Match 14,460,,,,,,,,308,,,,,Group A,43822,43936, 16:00,Mexico City ,
446,13800,,,,,HUN,CAN,06 Jun 1986,,,mexico1986,,,,,,Match 16,475,,,,,,,,308,,,,,Group C,43950,43899, 12:00,Irapuato ,
447,48000,,,,,BRA,ALG,06 Jun 1986,,,mexico1986,,,,,,Match 17,377,,,,,,,,308,,,,,Group D,43924,43843, 12:00,Guadalajara ,
448,20200,,,,,ENG,MAR,06 Jun 1986,,,mexico1986,,,,,,Match 18,533,,,,,,,,308,,,,,Group F,43942,43872, 16:00,Monterrey ,
449,28000,,,,,NIR,ESP,07 Jun 1986,,,mexico1986,,,,,,Match 20,551,,,,,,,,308,,,,,Group D,43952,43969, 12:00,Guadalajara ,
450,114600,,,,,MEX,PAR,07 Jun 1986,,,mexico1986,,,,,,Match 19,680,,,,,,,,308,,,,,Group B,43911,43928, 12:00,Mexico City ,
451,19915,,,,,POL,POR,07 Jun 1986,,,mexico1986,,,,,,Match 21,701,,,,,,,,308,,,,,Group F,43962,43963, 16:00,Monterrey ,
452,20000,,,,,IRQ,BEL,08 Jun 1986,,,mexico1986,,,,,,Match 22,427,,,,,,,,308,,,,,Group B,43818,43935, 12:00,Toluca ,
453,26500,,,,,DEN,URU,08 Jun 1986,,,mexico1986,,,,,,Match 24,522,,,,,,,,308,,,,,Group E,43941,43930, 16:00,Nezahualcoyotl ,
454,30000,,,,,FRG,SCO,08 Jun 1986,,,mexico1986,,,,,,Match 23,580,,,,,,,,308,,,,,Group E,44023,43967, 12:00,Queretaro ,
455,31420,,,,,HUN,FRA,09 Jun 1986,,,mexico1986,,,,,,Match 25,567,,,,,,,,308,,,,,Group C,43950,43946, 12:00,Leon ,
456,14200,,,,,URS,CAN,09 Jun 1986,,,mexico1986,,,,,,Match 26,476,,,,,,,,308,,,,,Group C,44026,43899, 12:00,Irapuato ,
457,20000,,,,,KOR,ITA,10 Jun 1986,,,mexico1986,,,,,,Match 27,643,,,,,,,,308,,,,,Group A,43822,43954, 12:00,Puebla ,
458,65000,,,,,ARG,BUL,10 Jun 1986,,,mexico1986,,,,,,Match 28,389,,,,,,,,308,,,,,Group A,43922,43936, 12:00,Mexico City ,
459,16000,,,,,PAR,BEL,11 Jun 1986,,,mexico1986,,,,,,Match 30,429,,,,,,,,308,,,,,Group B,43928,43935, 12:00,Toluca ,
460,103763,,,,,IRQ,MEX,11 Jun 1986,,,mexico1986,,,,,,Match 29,627,,,,,,,,308,,,,,Group B,43818,43911, 12:00,Mexico City ,
