,Attendance,Cautions1,Cautions2,Corner Kicks1,Corner Kicks2,Country1,Country2,Date,Direct Free Kicks1,Direct Free Kicks2,Edition,Explusions1,Explusions2,Fouls1,Fouls2,Indirect Free Kicks1,Match,MatchID,Offsides1,Offsides2,On Goal1,On Goal2,Penalty Kicks1,Penalty Kicks2,Result,RoundID,Second Cautions1,Second Cautions2,Shots1,Shots2,Stage,TeamID1,TeamID2,Time,Venue,indirect Free Kicks2
788,74462,,,,,ESP,ENG,02 Jul 1950,,,brazil1950,,,,,,Match 12,1199,,,,,,,,208,,,,,Group 2,43969,43942, 15:00,Rio De Janeiro ,
789,25811,,,,,ITA,PAR,02 Jul 1950,,,brazil1950,,,,,,Match 13,1218,,,,,,,,208,,,,,Group 3,43954,43928, 15:00,Sao Paulo ,
790,5284,,,,,URU,BOL,02 Jul 1950,,,brazil1950,,,,,,Match 16,1185,,,,,,,,208,,,,,Group 4,43930,43923, 15:00,Belo Horizonte ,
791,403580,,,,,SUI,MEX,02 Jul 1950,,,brazil1950,,,,,,Match 14,1222,,,,,,,,208,,,,,Group 1,43971,43911, 15:40,Porto Alegre ,
792,8501,,,,,CHI,USA,02 Jul 1950,,,brazil1950,,,,,,Match 15,1194,,,,,,,,208,,,,,Group 2,43925,43921, 15:00,Recife ,
793,44802,,,,,URU,ESP,09 Jul 1950,,,brazil1950,,,,,,Match 17,1207,,,,,,,,209,,,,,Group 6,43930,43969, 15:00,Sao Paulo ,
794,138886,,,,,BRA,SWE,09 Jul 1950,,,brazil1950,,,,,,Match 18,1189,,,,,,,,209,,,,,Group 6,43924,43970, 15:00,Rio De Janeiro ,
795,152772,,,,,BRA,ESP,13 Jul 1950,,,brazil1950,,,,,,Match 19,1186,,,,,,,,209,,,,,Group 6,43924,43969, 15:00,Rio De Janeiro ,
796,7987,,,,,URU,SWE,13 Jul 1950,,,brazil1950,,,,,,Match 20,1231,,,,,,,,209,,,,,Group 6,43930,43970, 15:00,Sao Paulo ,
797,11227,,,,,SWE,ESP,16 Jul 1950,,,brazil1950,,,,,,Match 21,1206,,,,,,,,209,,,,,Group 6,43970,43969, 15:00,Sao Paulo ,
798,173850,,,,,URU,BRA,16 Jul 1950,,,brazil1950,,,,,,Match 22,1190,,,,,,,,209,,,,,Group 6,43930,43924, 15:00,Rio De Janeiro ,
799,173850,,,,,URU,BRA,16 Jul 1950,,,brazil1950,,,,,,Match 22,1190,,,,,,,,209,,,,,Group 6,43930,43924, 15:00,Rio De Janeiro ,
800,27152,,,,,SUI,GER,04 Jun 1938,,,france1938,,,,,,Match 1,1165,,,,,,,,206,,,,,First round,43971,43948, 17:00,Paris ,
801,9000,,,,,HUN,INH,05 Jun 1938,,,france1938,,,,,,Match 2,1173,,,,,,,,206,,,,,First round,43950,44031, 17:00,Reims ,
802,30454,,,,,FRA,BEL,05 Jun 1938,,,france1938,,,,,,Match 3,1146,,,,,,,,206,,,,,First round,43946,43935, 17:00,Colombes ,
803,7000,,,,,CUB,ROU,05 Jun 1938,,,france1938,,,,,,Match 4,1156,,,,,,,,206,,,,,First round,43902,43964, 17:00,Toulouse ,
804,19000,,,,,ITA,NOR,05 Jun 1938,,,france1938,,,,,,Match 5,1179,,,,,,,,206,,,,,First round,43954,43961, 17:00,Marseilles ,
805,3013452,,,,,BRA,POL,05 Jun 1938,,,france1938,,,,,,Match 6,1150,,,,,,,,206,,,,,First round,43924,43962, 17:30,Strasbourg ,
806,3011000,,,,,TCH,NED,05 Jun 1938,,,france1938,,,,,,Match 7,1172,,,,,,,,206,,,,,First round,44025,43960, 18:30,Le Havre ,
807,8000,,,,,CUB,ROU,09 Jun 1938,,,france1938,,,,,,Match 8,1157,,,,,,,,206,,,,,First round,43902,43964, 18:00,Toulouse ,
808,20025,,,,,SUI,GER,09 Jun 1938,,,france1938,,,,,,Match 9,1166,,,,,,,,206,,,,,First round,43971,43948, 18:00,Paris ,
809,22021,,,,,BRA,TCH,12 Jun 1938,,,france1938,,,,,,Match 10,1152,,,,,,,,429,,,,,Quarter-finals,43924,44025, 17:00,Bordeaux ,
810,15000,,,,,HUN,SUI,12 Jun 1938,,,france1938,,,,,,Match 11,1175,,,,,,,,429,,,,,Quarter-finals,43950,43971, 17:00,Lille ,
811,7000,,,,,SWE,CUB,12 Jun 1938,,,france1938,,,,,,Match 12,1158,,,,,,,,429,,,,,Quarter-finals,43970,43902, 17:00,Antibes ,
812,58455,,,,,ITA,FRA,12 Jun 1938,,,france1938,,,,,,Match 13,1164,,,,,,,,429,,,,,Quarter-finals,43954,43946, 17:00,Colombes ,
813,18141,,,,,BRA,TCH,14 Jun 1938,,,france1938,,,,,,Match 14,1153,,,,,,,,429,,,,,Quarter-finals,43924,44025, 18:00,Bordeaux ,
814,20000,,,,,HUN,SWE,16 Jun 1938,,,france1938,,,,,,Match 15,1176,,,,,,,,3489,,,,,Semi-finals,43950,43970, 18:00,Paris ,
815,33000,,,,,ITA,BRA,16 Jun 1938,,,france1938,,,,,,Match 16,1149,,,,,,,,3489,,,,,Semi-finals,43954,43924, 18:00,Marseilles ,
816,12000,,,,,BRA,SWE,19 Jun 1938,,,france1938,,,,,,Match 17,1151,,,,,,,,3488,,,,,Match for third place,43924,43970, 17:00,Bordeaux ,
817,45000,,,,,ITA,HUN,19 Jun 1938,,,france1938,,,,,,Match 18,1174,,,,,,,,3487,,,,,Final,43954,43950, 17:00,Colombes ,
818,45000,,,,,ITA,HUN,19 Jun 1938,,,france1938,,,,,,Match 18,1174,,,,,,,,3487,,,,,Final,43954,43950, 17:00,Colombes ,
819,3016000,,,,,AUT,FRA,27 May 1934,,,italy1934,,,,,,Match 2,1104,,,,,,,,204,,,,,Preliminary round,43934,43946, 16:30,Turin ,
820,309000,,,,,HUN,EGY,27 May 1934,,,italy1934,,,,,,Match 5,1119,,,,,,,,204,,,,,Preliminary round,43950,43855, 16:30,Naples ,
821,3033000,,,,,SUI,NED,27 May 1934,,,italy1934,,,,,,Match 6,1133,,,,,,,,204,,,,,Preliminary round,43971,43960, 16:30,Milan ,
822,3014000,,,,,SWE,ARG,27 May 1934,,,italy1934,,,,,,Match 1,1102,,,,,,,,204,,,,,Preliminary round,43970,43922, 16:30,Bologna ,
823,308000,,,,,GER,BEL,27 May 1934,,,italy1934,,,,,,Match 3,1108,,,,,,,,204,,,,,Preliminary round,43948,43935, 16:30,Florence ,
824,3021000,,,,,ESP,BRA,27 May 1934,,,italy1934,,,,,,Match 4,1111,,,,,,,,204,,,,,Preliminary round,43969,43924, 16:30,Genoa ,
825,3025000,,,,,ITA,USA,27 May 1934,,,italy1934,,,,,,Match 7,1135,,,,,,,,204,,,,,Preliminary round,43954,43921, 16:30,Rome ,
826,309000,,,,,TCH,ROU,27 May 1934,,,italy1934,,,,,,Match 8,1141,,,,,,,,204,,,,,Preliminary round,44025,43964, 16:30,Trieste ,
827,3012000,,,,,TCH,SUI,31 May 1934,,,italy1934,,,,,,Match 9,1143,,,,,,,,418,,,,,Quarter-finals,44025,43971, 16:30,Turin ,
828,303000,,,,,GER,SWE,31 May 1934,,,italy1934,,,,,,Match 10,1129,,,,,,,,418,,,,,Quarter-finals,43948,43970, 16:30,Milan ,
829,3035000,,,,,ITA,ESP,31 May 1934,,,italy1934,,,,,,Match 11,1122,,,,,,,,418,,,,,Quarter-finals,43954,43969, 16:30,Florence ,
830,3023000,,,,,AUT,HUN,31 May 1934,,,italy1934,,,,,,Match 12,1106,,,,,,,,418,,,,,Quarter-finals,43934,43950, 16:30,Bologna ,
831,3043000,,,,,ITA,ESP,01 Jun 1934,,,italy1934,,,,,,Match 13,1123,,,,,,,,418,,,,,Quarter-finals,43954,43969, 16:30,Florence ,
832,3035000,,,,,ITA,AUT,03 Jun 1934,,,italy1934,,,,,,Match 14,1107,,,,,,,,3492,,,,,Semi-finals,43954,43934, 16:30,Milan ,
833,3015000,,,,,TCH,GER,03 Jun 1934,,,italy1934,,,,,,Match 15,1130,,,,,,,,3492,,,,,Semi-finals,44025,43948, 16:30,Rome ,
834,7000,,,,,GER,AUT,07 Jun 1934,,,italy1934,,,,,,Match 16,1105,,,,,,,,3491,,,,,Match for third place,43948,43934, 18:00,Naples ,
835,3055000,,,,,ITA,TCH,10 Jun 1934,,,italy1934,,,,,,Match 17,1134,,,,,,,,3490,,,,,Final,43954,44025, 17:30,Rome ,
836,3055000,,,,,ITA,TCH,10 Jun 1934,,,italy1934,,,,,,Match 17,1134,,,,,,,,3490,,,,,Final,43954,44025, 17:30,Rome ,
837,4444,,,,,FRA,MEX,13 Jul 1930,,,uruguay1930,,,,,,Match 1,1096,,,,,,,,201,,,,,Group 1,43946,43911, 15:00,Montevideo ,
838,18346,,,,,USA,BEL,13 Jul 1930,,,uruguay1930,,,,,,Match 2,1090,,,,,,,,201,,,,,Group 4,43921,43935, 15:00,Montevideo ,
839,4524059,,,,,YUG,BRA,14 Jul 1930,,,uruguay1930,,,,,,Match 3,1093,,,,,,,,201,,,,,Group 2,43975,43924, 12:45,Montevideo ,
840,502549,,,,,ROU,PER,14 Jul 1930,,,uruguay1930,,,,,,Match 4,1098,,,,,,,,201,,,,,Group 3,43964,43929, 14:50,Montevideo ,
841,23409,,,,,ARG,FRA,15 Jul 1930,,,uruguay1930,,,,,,Match 5,1085,,,,,,,,201,,,,,Group 1,43922,43946, 16:00,Montevideo ,
842,459249,,,,,CHI,MEX,16 Jul 1930,,,uruguay1930,,,,,,Match 6,1095,,,,,,,,201,,,,,Group 1,43925,43911, 14:45,Montevideo ,
843,4518306,,,,,YUG,BOL,17 Jul 1930,,,uruguay1930,,,,,,Match 7,1092,,,,,,,,201,,,,,Group 2,43975,43923, 12:45,Montevideo ,
844,4518306,,,,,USA,PAR,17 Jul 1930,,,uruguay1930,,,,,,Match 8,1097,,,,,,,,201,,,,,Group 4,43921,43928, 14:45,Montevideo ,
845,3057735,,,,,URU,PER,18 Jul 1930,,,uruguay1930,,,,,,Match 9,1099,,,,,,,,201,,,,,Group 3,43930,43929, 14:30,Montevideo ,
846,502000,,,,,CHI,FRA,19 Jul 1930,,,uruguay1930,,,,,,Match 10,1094,,,,,,,,201,,,,,Group 1,43925,43946, 12:50,Montevideo ,
847,42100,,,,,ARG,MEX,19 Jul 1930,,,uruguay1930,,,,,,Match 11,1086,,,,,,,,201,,,,,Group 1,43922,43911, 15:00,Montevideo ,
848,25466,,,,,BRA,BOL,20 Jul 1930,,,uruguay1930,,,,,,Match 12,1091,,,,,,,,201,,,,,Group 2,43924,43923, 13:00,Montevideo ,
849,12000,,,,,PAR,BEL,20 Jul 1930,,,uruguay1930,,,,,,Match 13,1089,,,,,,,,201,,,,,Group 4,43928,43935, 15:00,Montevideo ,
850,5070022,,,,,URU,ROU,21 Jul 1930,,,uruguay1930,,,,,,Match 14,1100,,,,,,,,201,,,,,Group 3,43930,43964, 14:50,Montevideo ,
851,4541459,,,,,ARG,CHI,22 Jul 1930,,,uruguay1930,,,,,,Match 15,1084,,,,,,,,201,,,,,Group 1,43922,43925, 14:45,Montevideo ,
852,4572886,,,,,ARG,USA,26 Jul 1930,,,uruguay1930,,,,,,Match 16,1088,,,,,,,,202,,,,,Semi-finals,43922,43921, 14:45,Montevideo ,
853,4579867,,,,,URU,YUG,27 Jul 1930,,,uruguay1930,,,,,,Match 17,1101,,,,,,,,202,,,,,Semi-finals,43930,43975, 14:45,Montevideo ,
854,1568346,,,,,URU,ARG,30 Jul 1930,,,uruguay1930,,,,,,Match 18,1087,,,,,,,,405,,,,,Final,43930,43922, 14:15,Montevideo ,
